marker1_position_x,marker1_position_y,marker1_position_z,marker1_quaternion_x,marker1_quaternion_y,marker1_quaternion_z,marker1_quaternion_w,marker2_position_x,marker2_position_y,marker2_position_z,marker2_quaternion_x,marker2_quaternion_y,marker2_quaternion_z,marker2_quaternion_w
0.0145322270691,-0.0158704258502,0.18707588315,0.679388374645,0.688181957247,0.232081583842,-0.104762438681,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0145736392587,-0.0158689264208,0.187087848783,0.679121675928,0.688507599227,0.232144791488,-0.104210512308,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0146769890562,-0.0158275943249,0.186928614974,0.679378989971,0.688529871745,0.232052964737,-0.102577898488,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0147203924134,-0.0158114694059,0.186937004328,0.679533353785,0.688838154026,0.230753652091,-0.102416652451,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0147739760578,-0.0157973524183,0.186920106411,0.679020590528,0.689300989029,0.23057392933,-0.103106000195,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0150711061433,-0.0157552566379,0.187769889832,0.679315472206,0.692581819813,0.218198710879,-0.106067123355,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0151586020365,-0.0156412962824,0.187605574727,0.679001381849,0.690594189021,0.22376005757,-0.109399388363,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0152246253565,-0.015606704168,0.187411561608,0.678319118196,0.690915991978,0.225542150252,-0.1079305535,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0154153052717,-0.0155576383695,0.187898635864,0.677957772903,0.693260212199,0.218139140415,-0.110357835074,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0154930753633,-0.0154841896147,0.187637597322,0.6787403123,0.692637101062,0.218081522166,-0.109571366609,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0155290151015,-0.0154288029298,0.187352493405,0.67848513383,0.692169632073,0.220332953642,-0.109601611063,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0156010817736,-0.0153452930972,0.187078610063,0.678459223615,0.690491526031,0.225459363948,-0.109920924209,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0156457573175,-0.0153335565701,0.187075555325,0.678470478214,0.68982192322,0.226608645897,-0.111678315004,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0156685970724,-0.0153260659426,0.187053769827,0.678571810387,0.689544999075,0.227320444601,-0.111325683767,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0156888514757,-0.015323347412,0.187073796988,0.678733992656,0.689286866181,0.227738887311,-0.111080072602,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157009866089,-0.0152820441872,0.186875551939,0.678900683236,0.68878818735,0.228977180978,-0.11060807322,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157194267958,-0.0152867157012,0.186936885118,0.679259290944,0.688621934023,0.228425227034,-0.110582834579,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157244093716,-0.0152543764561,0.186766535044,0.679594643129,0.688368272602,0.22874416071,-0.109436516968,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157303381711,-0.0152617488056,0.186788856983,0.679155992799,0.688621206925,0.229027142578,-0.109975173475,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157327875495,-0.0152530660853,0.186741679907,0.679653621538,0.688153396087,0.228773600335,-0.110356232148,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157251823694,-0.0152354836464,0.186617866158,0.679220066267,0.688457633866,0.229245975851,-0.110147494327,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157208796591,-0.0152219468728,0.186564326286,0.679774335352,0.687932309539,0.229506407418,-0.109465973903,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157204139978,-0.0152131933719,0.18655192852,0.679781341832,0.688076912375,0.229496803206,-0.108529752936,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157425459474,-0.0151995280758,0.186447650194,0.679570708983,0.688095219074,0.229954533825,-0.108763658235,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157486200333,-0.0151816830039,0.186421364546,0.67965260633,0.688414105415,0.229157639638,-0.107912605241,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157735627145,-0.015189721249,0.186386153102,0.679225652591,0.688239624256,0.231030626374,-0.107719924544,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0157869681716,-0.0151805235073,0.186370775104,0.67925321653,0.688512440863,0.230652237224,-0.10660784246,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0158147662878,-0.0151721192524,0.186297088861,0.6792485533,0.688230335669,0.231466387228,-0.106694514799,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0158330518752,-0.0151782631874,0.186347171664,0.679262961751,0.68830525257,0.230855871904,-0.107439631818,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.015830218792,-0.0151546746492,0.186277404428,0.679205546752,0.688738458451,0.230068884126,-0.106712087737,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0158343762159,-0.0151701178402,0.186434537172,0.679614607299,0.688731409514,0.229260999776,-0.10588873914,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0158227887005,-0.0151558974758,0.186331734061,0.679531550235,0.688655010711,0.229780549538,-0.105792473795,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0158136431128,-0.0151534322649,0.186300858855,0.679423466845,0.688690043151,0.229940180568,-0.105911710989,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0158013310283,-0.015155271627,0.186314821243,0.679330405883,0.688831630336,0.229641905349,-0.10623455181,10.0,10.0,10.0,10.0,10.0,10.0,10.0
