txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
49188.0,16677.0,37703.0,49071.0,16780.0,37516.0,48916.0,16707.0,37339.0,48414.0,16709.0,38096.0,49097.0,16514.0,37364.0,49025.0,16397.0,36992.0,48863.0,16433.0,36926.0,48507.0,16469.0,37151.0,49265.0,16367.0,37229.0,48967.0,16375.0,37259.0,48866.0,16261.0,36802.0,48541.0,16336.0,37280.0,49149.0,16141.0,38121.0,48886.0,16245.0,37522.0,48815.0,16169.0,37201.0,48543.0,16337.0,37808.0
49188.0,16677.0,37703.0,49071.0,16780.0,37516.0,48916.0,16707.0,37339.0,48414.0,16709.0,38096.0,49097.0,16514.0,37364.0,49025.0,16397.0,36992.0,48863.0,16433.0,36926.0,48507.0,16469.0,37151.0,49265.0,16367.0,37229.0,48967.0,16375.0,37259.0,48866.0,16261.0,36802.0,48541.0,16336.0,37280.0,49149.0,16141.0,38121.0,48886.0,16245.0,37522.0,48815.0,16169.0,37201.0,48543.0,16337.0,37808.0
49188.0,16677.0,37703.0,49071.0,16780.0,37516.0,48916.0,16707.0,37339.0,48414.0,16709.0,38096.0,49097.0,16514.0,37364.0,49025.0,16397.0,36992.0,48863.0,16433.0,36926.0,48507.0,16469.0,37151.0,49265.0,16367.0,37229.0,48967.0,16375.0,37259.0,48866.0,16261.0,36802.0,48541.0,16336.0,37280.0,49149.0,16141.0,38121.0,48886.0,16245.0,37522.0,48815.0,16169.0,37201.0,48543.0,16337.0,37808.0
49190.0,16676.0,37700.0,49070.0,16780.0,37524.0,48916.0,16706.0,37340.0,48413.0,16707.0,38103.0,49095.0,16515.0,37365.0,49023.0,16397.0,36992.0,48863.0,16434.0,36929.0,48507.0,16470.0,37150.0,49265.0,16369.0,37228.0,48966.0,16374.0,37262.0,48865.0,16262.0,36799.0,48540.0,16336.0,37273.0,49150.0,16139.0,38129.0,48885.0,16244.0,37528.0,48814.0,16169.0,37204.0,48543.0,16337.0,37807.0
49190.0,16676.0,37700.0,49070.0,16780.0,37524.0,48916.0,16706.0,37340.0,48413.0,16707.0,38103.0,49095.0,16515.0,37365.0,49023.0,16397.0,36992.0,48863.0,16434.0,36929.0,48507.0,16470.0,37150.0,49265.0,16369.0,37228.0,48966.0,16374.0,37262.0,48865.0,16262.0,36799.0,48540.0,16336.0,37273.0,49150.0,16139.0,38129.0,48885.0,16244.0,37528.0,48814.0,16169.0,37204.0,48543.0,16337.0,37807.0
49190.0,16676.0,37700.0,49070.0,16780.0,37524.0,48916.0,16706.0,37340.0,48413.0,16707.0,38103.0,49095.0,16515.0,37365.0,49023.0,16397.0,36992.0,48863.0,16434.0,36929.0,48507.0,16470.0,37150.0,49265.0,16369.0,37228.0,48966.0,16374.0,37262.0,48865.0,16262.0,36799.0,48540.0,16336.0,37273.0,49150.0,16139.0,38129.0,48885.0,16244.0,37528.0,48814.0,16169.0,37204.0,48543.0,16337.0,37807.0
49190.0,16676.0,37700.0,49070.0,16780.0,37524.0,48916.0,16706.0,37340.0,48413.0,16707.0,38103.0,49095.0,16515.0,37365.0,49023.0,16397.0,36992.0,48863.0,16434.0,36929.0,48507.0,16470.0,37150.0,49265.0,16369.0,37228.0,48966.0,16374.0,37262.0,48865.0,16262.0,36799.0,48540.0,16336.0,37273.0,49150.0,16139.0,38129.0,48885.0,16244.0,37528.0,48814.0,16169.0,37204.0,48543.0,16337.0,37807.0
49188.0,16677.0,37695.0,49071.0,16781.0,37518.0,48916.0,16706.0,37340.0,48413.0,16707.0,38097.0,49097.0,16515.0,37367.0,49024.0,16398.0,36993.0,48865.0,16434.0,36922.0,48506.0,16472.0,37147.0,49266.0,16370.0,37230.0,48966.0,16375.0,37265.0,48866.0,16262.0,36800.0,48540.0,16336.0,37277.0,49150.0,16138.0,38128.0,48885.0,16244.0,37527.0,48814.0,16168.0,37204.0,48544.0,16337.0,37808.0
49188.0,16677.0,37695.0,49071.0,16781.0,37518.0,48916.0,16706.0,37340.0,48413.0,16707.0,38097.0,49097.0,16515.0,37367.0,49024.0,16398.0,36993.0,48865.0,16434.0,36922.0,48506.0,16472.0,37147.0,49266.0,16370.0,37230.0,48966.0,16375.0,37265.0,48866.0,16262.0,36800.0,48540.0,16336.0,37277.0,49150.0,16138.0,38128.0,48885.0,16244.0,37527.0,48814.0,16168.0,37204.0,48544.0,16337.0,37808.0
49188.0,16677.0,37695.0,49071.0,16781.0,37518.0,48916.0,16706.0,37340.0,48413.0,16707.0,38097.0,49097.0,16515.0,37367.0,49024.0,16398.0,36993.0,48865.0,16434.0,36922.0,48506.0,16472.0,37147.0,49266.0,16370.0,37230.0,48966.0,16375.0,37265.0,48866.0,16262.0,36800.0,48540.0,16336.0,37277.0,49150.0,16138.0,38128.0,48885.0,16244.0,37527.0,48814.0,16168.0,37204.0,48544.0,16337.0,37808.0
