marker1_position_x,marker1_position_y,marker1_position_z,marker1_quaternion_x,marker1_quaternion_y,marker1_quaternion_z,marker1_quaternion_w,marker2_position_x,marker2_position_y,marker2_position_z,marker2_quaternion_x,marker2_quaternion_y,marker2_quaternion_z,marker2_quaternion_w
0.0174047518522,-0.0430957786739,0.193462833762,0.649370996339,0.714083342227,0.245115225196,-0.0912185060452,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.017397409305,-0.0430649444461,0.193292349577,0.649113962715,0.713597409808,0.246915598902,-0.0919917775791,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0173977036029,-0.0430589094758,0.193279996514,0.64912416935,0.713632456215,0.246900437895,-0.0916880797602,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.017404070124,-0.0430945493281,0.193447560072,0.648979431659,0.713887461447,0.246194841281,-0.0926201371121,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0173882786185,-0.0430568307638,0.193304285407,0.649055029068,0.713706142364,0.246799344306,-0.091875977514,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0174077432603,-0.043109010905,0.193501740694,0.649154460799,0.714138376711,0.245259872435,-0.0919372607074,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0174316558987,-0.0431222431362,0.193548157811,0.649253325047,0.714349404117,0.244432447302,-0.0918031996131,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0174403861165,-0.0431190021336,0.193579420447,0.649612096677,0.714392189304,0.243772435184,-0.0906803372113,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0174620710313,-0.0431078933179,0.193567112088,0.649483269253,0.714357852949,0.243992603489,-0.0912795175995,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0176806282252,-0.0429980941117,0.19332639873,0.649531090954,0.713828637791,0.244894076295,-0.0926548927366,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0177883952856,-0.0428777001798,0.193000003695,0.648896163392,0.713341723288,0.247525190306,-0.093854329231,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.01793961972,-0.0428310073912,0.192980095744,0.649350636898,0.713170813967,0.247547175036,-0.0919322391597,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.018097134307,-0.0427742190659,0.192835241556,0.649267538141,0.71262299079,0.249108826522,-0.0925469041173,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0184008572251,-0.0426276624203,0.192485272884,0.649111843685,0.712190650303,0.250520281845,-0.0931551415253,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0185675565153,-0.0426455549896,0.19269579649,0.649462702896,0.712664995691,0.248192248167,-0.0933135007018,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0186612717807,-0.0425790771842,0.192532673478,0.649110853556,0.712218376998,0.250100688231,-0.0940729982983,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0187172889709,-0.0425037145615,0.192352801561,0.649354348806,0.711570946196,0.251593985544,-0.0933069378699,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0189658161253,-0.0424798876047,0.192511767149,0.649317797929,0.712961641733,0.247371174493,-0.0942316122121,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0190187543631,-0.0424001663923,0.192261621356,0.649219533448,0.712239439938,0.249798953279,-0.0939652091317,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0191938299686,-0.0424466282129,0.192650705576,0.648831209797,0.713766066287,0.246428822027,-0.0939622237173,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0192138534039,-0.0424090698361,0.192586943507,0.648894175446,0.713958585773,0.246074296064,-0.0929888578804,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0192242469639,-0.042416639626,0.192643165588,0.648993110258,0.714061405975,0.245199701587,-0.0938155513544,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0193932056427,-0.0423338636756,0.192517891526,0.648486875016,0.714078773332,0.246474459169,-0.093843590011,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0194151140749,-0.0422983169556,0.192412525415,0.648994543172,0.71393909372,0.24577477436,-0.0932298969195,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0194461792707,-0.0422615297139,0.192348077893,0.648704690315,0.713948899366,0.246047736627,-0.094444190706,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0195437949151,-0.0421582423151,0.192252889276,0.648833965928,0.714373934351,0.244616529238,-0.0940591314092,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0196063928306,-0.0420566760004,0.192006394267,0.648575067149,0.713904130265,0.246109420271,-0.0955061689991,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0197101086378,-0.0420315228403,0.192002221942,0.649252199016,0.713769220383,0.245088486248,-0.0945342055305,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0198199581355,-0.0419312529266,0.191825404763,0.6493759412,0.713087892341,0.246801049441,-0.094370476225,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0200716797262,-0.0417158901691,0.191531404853,0.648777544497,0.713982059386,0.245749106902,-0.0944705937787,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0203608702868,-0.0414588227868,0.191248580813,0.649069743155,0.714082552941,0.243940658182,-0.0963718392047,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0205383710563,-0.0412053503096,0.190696716309,0.648840875218,0.713544077676,0.246683228725,-0.0949091804112,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0212352517992,-0.0406747870147,0.190002024174,0.648850619441,0.714604414311,0.243538298751,-0.0949868503487,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0214601438493,-0.0404744744301,0.189685240388,0.64893726242,0.714418503696,0.243544368444,-0.095774587545,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.021655773744,-0.040247939527,0.189355120063,0.64911297418,0.714424405764,0.242309365731,-0.0976539117413,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0218814630061,-0.0400533378124,0.189024507999,0.649010913812,0.714465201513,0.242690375591,-0.097085998866,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0222997199744,-0.0396527796984,0.18843819201,0.649320995386,0.714294308573,0.242230294431,-0.0974185308362,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0224836152047,-0.0394432842731,0.188018232584,0.64831752609,0.714760964046,0.243171806866,-0.0983291512493,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0226701274514,-0.0392984561622,0.18789601326,0.649058158816,0.714470423058,0.241454285856,-0.0997764946831,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0228112805635,-0.0390997491777,0.187429055572,0.649231377037,0.713990802679,0.242811297668,-0.0987847482412,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0232009291649,-0.0387246981263,0.186924934387,0.649556009778,0.714192553728,0.240663637246,-0.10043405831,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.023301070556,-0.0386509969831,0.186840370297,0.649070556418,0.714249405707,0.241480264921,-0.101205142616,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.023362249136,-0.0385848358274,0.186733141541,0.649169902695,0.714044246443,0.241562728603,-0.10181699125,10.0,10.0,10.0,10.0,10.0,10.0,10.0
0.0233860369772,-0.0385603941977,0.186706438661,0.649005246005,0.714478768757,0.240703278076,-0.101853873643,10.0,10.0,10.0,10.0,10.0,10.0,10.0
