txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
49237.0,16689.0,37666.0,49073.0,16799.0,37502.0,48906.0,16720.0,37342.0,48397.0,16672.0,38114.0,49132.0,16516.0,37347.0,49034.0,16397.0,36990.0,48853.0,16431.0,36940.0,48487.0,16468.0,37165.0,49297.0,16375.0,37225.0,48982.0,16372.0,37265.0,48870.0,16253.0,36803.0,48519.0,16328.0,37304.0,49176.0,16120.0,38113.0,48902.0,16235.0,37531.0,48820.0,16148.0,37214.0,48516.0,16339.0,37875.0
49237.0,16689.0,37666.0,49073.0,16799.0,37502.0,48906.0,16720.0,37342.0,48397.0,16672.0,38114.0,49132.0,16516.0,37347.0,49034.0,16397.0,36990.0,48853.0,16431.0,36940.0,48487.0,16468.0,37165.0,49297.0,16375.0,37225.0,48982.0,16372.0,37265.0,48870.0,16253.0,36803.0,48519.0,16328.0,37304.0,49176.0,16120.0,38113.0,48902.0,16235.0,37531.0,48820.0,16148.0,37214.0,48516.0,16339.0,37875.0
49237.0,16689.0,37664.0,49072.0,16801.0,37503.0,48906.0,16721.0,37333.0,48396.0,16672.0,38113.0,49134.0,16516.0,37346.0,49036.0,16397.0,36995.0,48851.0,16430.0,36937.0,48486.0,16469.0,37161.0,49298.0,16376.0,37225.0,48981.0,16372.0,37263.0,48869.0,16256.0,36801.0,48517.0,16327.0,37300.0,49178.0,16120.0,38117.0,48901.0,16236.0,37533.0,48819.0,16147.0,37211.0,48516.0,16338.0,37876.0
49237.0,16689.0,37664.0,49072.0,16801.0,37503.0,48906.0,16721.0,37333.0,48396.0,16672.0,38113.0,49134.0,16516.0,37346.0,49036.0,16397.0,36995.0,48851.0,16430.0,36937.0,48486.0,16469.0,37161.0,49298.0,16376.0,37225.0,48981.0,16372.0,37263.0,48869.0,16256.0,36801.0,48517.0,16327.0,37300.0,49178.0,16120.0,38117.0,48901.0,16236.0,37533.0,48819.0,16147.0,37211.0,48516.0,16338.0,37876.0
49237.0,16689.0,37664.0,49072.0,16801.0,37503.0,48906.0,16721.0,37333.0,48396.0,16672.0,38113.0,49134.0,16516.0,37346.0,49036.0,16397.0,36995.0,48851.0,16430.0,36937.0,48486.0,16469.0,37161.0,49298.0,16376.0,37225.0,48981.0,16372.0,37263.0,48869.0,16256.0,36801.0,48517.0,16327.0,37300.0,49178.0,16120.0,38117.0,48901.0,16236.0,37533.0,48819.0,16147.0,37211.0,48516.0,16338.0,37876.0
49235.0,16689.0,37666.0,49073.0,16801.0,37504.0,48907.0,16719.0,37334.0,48396.0,16674.0,38117.0,49132.0,16517.0,37342.0,49035.0,16398.0,36996.0,48852.0,16431.0,36939.0,48487.0,16468.0,37159.0,49297.0,16377.0,37224.0,48983.0,16373.0,37262.0,48869.0,16252.0,36800.0,48518.0,16328.0,37302.0,49176.0,16121.0,38116.0,48900.0,16235.0,37538.0,48821.0,16148.0,37211.0,48517.0,16339.0,37878.0
49235.0,16689.0,37666.0,49073.0,16801.0,37504.0,48907.0,16719.0,37334.0,48396.0,16674.0,38117.0,49132.0,16517.0,37342.0,49035.0,16398.0,36996.0,48852.0,16431.0,36939.0,48487.0,16468.0,37159.0,49297.0,16377.0,37224.0,48983.0,16373.0,37262.0,48869.0,16252.0,36800.0,48518.0,16328.0,37302.0,49176.0,16121.0,38116.0,48900.0,16235.0,37538.0,48821.0,16148.0,37211.0,48517.0,16339.0,37878.0
49235.0,16689.0,37666.0,49073.0,16801.0,37504.0,48907.0,16719.0,37334.0,48396.0,16674.0,38117.0,49132.0,16517.0,37342.0,49035.0,16398.0,36996.0,48852.0,16431.0,36939.0,48487.0,16468.0,37159.0,49297.0,16377.0,37224.0,48983.0,16373.0,37262.0,48869.0,16252.0,36800.0,48518.0,16328.0,37302.0,49176.0,16121.0,38116.0,48900.0,16235.0,37538.0,48821.0,16148.0,37211.0,48517.0,16339.0,37878.0
49235.0,16689.0,37666.0,49073.0,16801.0,37504.0,48907.0,16719.0,37334.0,48396.0,16674.0,38117.0,49132.0,16517.0,37342.0,49035.0,16398.0,36996.0,48852.0,16431.0,36939.0,48487.0,16468.0,37159.0,49297.0,16377.0,37224.0,48983.0,16373.0,37262.0,48869.0,16252.0,36800.0,48518.0,16328.0,37302.0,49176.0,16121.0,38116.0,48900.0,16235.0,37538.0,48821.0,16148.0,37211.0,48517.0,16339.0,37878.0
49235.0,16689.0,37666.0,49073.0,16801.0,37504.0,48907.0,16719.0,37334.0,48396.0,16674.0,38117.0,49132.0,16517.0,37342.0,49035.0,16398.0,36996.0,48852.0,16431.0,36939.0,48487.0,16468.0,37159.0,49297.0,16377.0,37224.0,48983.0,16373.0,37262.0,48869.0,16252.0,36800.0,48518.0,16328.0,37302.0,49176.0,16121.0,38116.0,48900.0,16235.0,37538.0,48821.0,16148.0,37211.0,48517.0,16339.0,37878.0
49238.0,16689.0,37666.0,49072.0,16800.0,37500.0,48907.0,16719.0,37336.0,48397.0,16671.0,38118.0,49131.0,16516.0,37347.0,49034.0,16397.0,36994.0,48853.0,16429.0,36938.0,48488.0,16469.0,37161.0,49297.0,16379.0,37222.0,48982.0,16372.0,37264.0,48870.0,16254.0,36798.0,48519.0,16327.0,37309.0,49177.0,16120.0,38114.0,48902.0,16234.0,37540.0,48820.0,16147.0,37209.0,48517.0,16338.0,37881.0
49238.0,16689.0,37666.0,49072.0,16800.0,37500.0,48907.0,16719.0,37336.0,48397.0,16671.0,38118.0,49131.0,16516.0,37347.0,49034.0,16397.0,36994.0,48853.0,16429.0,36938.0,48488.0,16469.0,37161.0,49297.0,16379.0,37222.0,48982.0,16372.0,37264.0,48870.0,16254.0,36798.0,48519.0,16327.0,37309.0,49177.0,16120.0,38114.0,48902.0,16234.0,37540.0,48820.0,16147.0,37209.0,48517.0,16338.0,37881.0
49238.0,16689.0,37666.0,49072.0,16800.0,37500.0,48907.0,16719.0,37336.0,48397.0,16671.0,38118.0,49131.0,16516.0,37347.0,49034.0,16397.0,36994.0,48853.0,16429.0,36938.0,48488.0,16469.0,37161.0,49297.0,16379.0,37222.0,48982.0,16372.0,37264.0,48870.0,16254.0,36798.0,48519.0,16327.0,37309.0,49177.0,16120.0,38114.0,48902.0,16234.0,37540.0,48820.0,16147.0,37209.0,48517.0,16338.0,37881.0
49237.0,16688.0,37664.0,49072.0,16801.0,37499.0,48906.0,16720.0,37339.0,48396.0,16674.0,38115.0,49132.0,16515.0,37344.0,49035.0,16398.0,36995.0,48852.0,16430.0,36935.0,48485.0,16468.0,37162.0,49298.0,16376.0,37218.0,48982.0,16373.0,37261.0,48871.0,16257.0,36796.0,48516.0,16325.0,37307.0,49177.0,16122.0,38118.0,48901.0,16235.0,37541.0,48819.0,16148.0,37210.0,48517.0,16337.0,37876.0
49237.0,16688.0,37664.0,49072.0,16801.0,37499.0,48906.0,16720.0,37339.0,48396.0,16674.0,38115.0,49132.0,16515.0,37344.0,49035.0,16398.0,36995.0,48852.0,16430.0,36935.0,48485.0,16468.0,37162.0,49298.0,16376.0,37218.0,48982.0,16373.0,37261.0,48871.0,16257.0,36796.0,48516.0,16325.0,37307.0,49177.0,16122.0,38118.0,48901.0,16235.0,37541.0,48819.0,16148.0,37210.0,48517.0,16337.0,37876.0
49237.0,16688.0,37664.0,49072.0,16801.0,37499.0,48906.0,16720.0,37339.0,48396.0,16674.0,38115.0,49132.0,16515.0,37344.0,49035.0,16398.0,36995.0,48852.0,16430.0,36935.0,48485.0,16468.0,37162.0,49298.0,16376.0,37218.0,48982.0,16373.0,37261.0,48871.0,16257.0,36796.0,48516.0,16325.0,37307.0,49177.0,16122.0,38118.0,48901.0,16235.0,37541.0,48819.0,16148.0,37210.0,48517.0,16337.0,37876.0
49237.0,16688.0,37664.0,49072.0,16801.0,37499.0,48906.0,16720.0,37339.0,48396.0,16674.0,38115.0,49132.0,16515.0,37344.0,49035.0,16398.0,36995.0,48852.0,16430.0,36935.0,48485.0,16468.0,37162.0,49298.0,16376.0,37218.0,48982.0,16373.0,37261.0,48871.0,16257.0,36796.0,48516.0,16325.0,37307.0,49177.0,16122.0,38118.0,48901.0,16235.0,37541.0,48819.0,16148.0,37210.0,48517.0,16337.0,37876.0
49237.0,16688.0,37664.0,49072.0,16801.0,37499.0,48906.0,16720.0,37339.0,48396.0,16674.0,38115.0,49132.0,16515.0,37344.0,49035.0,16398.0,36995.0,48852.0,16430.0,36935.0,48485.0,16468.0,37162.0,49298.0,16376.0,37218.0,48982.0,16373.0,37261.0,48871.0,16257.0,36796.0,48516.0,16325.0,37307.0,49177.0,16122.0,38118.0,48901.0,16235.0,37541.0,48819.0,16148.0,37210.0,48517.0,16337.0,37876.0
